Str,PlotID,Lng,Lat,KMSq,nCol,nNest,nAct
Co,ch.1c,-68.80337301804806,44.55400332143838,38.67034985145807,0,0,0
SC,ci.1c,-68.69376113321155,44.59084172316909,19.116440070621135,0,0,0
Co,ci.1c,-68.69010023449212,44.54578235924346,80.88355992943478,0,0,0
SC,cj.1c,-68.6103875779483,44.583601749483414,0.060547945886761,0,0,0
Co,cj.1c,-68.56983524600878,44.528864051481186,99.93945205413243,0,0,0
Co,ck.1c,-68.4490111998189,44.50329054877184,99.99999999998093,0,0,0
Co,cl.1c,-68.32825423801846,44.47757596741441,100.00000000001907,0,0,0
Co,cm.1c,-68.20758917972061,44.45175358713618,100.0000000000534,0,0,0
Co,cn.1c,-68.08701630867053,44.42582354356313,100.00000000001907,2,20,16
Co,co.1c,-67.9665359069927,44.39978597253392,99.99999999998093,0,0,0
Co,cp.1c,-67.85299668441199,44.38213098829696,78.45918597202588,0,0,0
ND,by.1b,-71.04627412394252,45.135798355614774,21.191596066693307,0,0,0
ND,bz.1b,-70.97254899261159,45.10494080017267,100.00000000001907,2,0,0
ND,c0.1b,-70.84978361604422,45.08148582710746,99.99999999998093,0,0,0
ND,c1.1b,-70.72710413620923,45.057920141473204,99.99999999994277,0,0,0
ND,c2.1b,-70.6045108714366,45.034243874202126,99.99999999998093,0,0,0
ND,c3.1b,-70.48200413846129,45.01045715652819,100.00000000001907,0,0,0
ND,c4.1b,-70.35958425242102,44.98656011998324,99.99999999998093,0,0,0
ND,c5.1b,-70.23725152685388,44.9625528963925,99.9999999999466,0,0,0
ND,c6.1b,-70.11500627369625,44.93843561787017,100.00000000001526,0,0,0
ND,c7.1b,-70.02262911273687,44.911558255352574,51.112448336755754,0,0,0
SC,c7.1b,-69.96171067312976,44.91697213626279,48.88755166322687,0,0,0
ND,c8.1b,-69.79412110499995,44.920947430233575,0.014802801474309,0,0,0
SC,c8.1b,-69.87079076835336,44.88986682202926,99.98519719846911,2,0,0
ND,c9.1b,-69.76375216296628,44.91424694403915,0.69997102268827,0,0,0
SC,c9.1b,-69.74869311137125,44.86508064166773,99.3000289772926,0,0,0
SC,ca.1b,-69.62690616771147,44.840868606626685,100.00000000001907,0,0,0
SC,cb.1b,-69.50510289944262,44.81620304497714,99.99999999998093,0,0,0
SC,cc.1b,-69.3833889414519,44.791428226911755,99.99999999994277,0,0,0
SC,cd.1b,-69.2617645944082,44.76654428644846,99.99999999998093,2,4,4
SC,ce.1b,-69.14023015736373,44.74155135785979,100.00000000001907,4,0,0
SC,cf.1b,-69.01878592775235,44.716449575669145,99.99999999998093,0,0,0
SC,cg.1b,-68.89743220138809,44.69123907464624,99.9999999999466,2,0,0
SC,ch.1b,-68.77616927246349,44.6659199898028,99.99999999998093,4,6,4
SC,ci.1b,-68.65499743354842,44.64049245638876,100.00000000001907,0,0,0
SC,cj.1b,-68.53607342908016,44.622823804564014,82.47420915826991,0,0,0
Co,cj.1b,-68.52377570913522,44.57793590975197,17.52579084170997,0,0,0
ND,ck.1b,-68.35334904429591,44.62112897977631,0.475477866102457,0,0,0
SC,ck.1b,-68.42610497828593,44.619969897037386,27.446873206741362,0,0,0
Co,ck.1b,-68.40830645174223,44.57742865929788,72.0776489270966,2,2,2
Co,cl.1b,-68.29203135819071,44.56356052070117,99.99999999998093,4,4,4
Co,cm.1b,-68.17122677251224,44.53770055011372,100.00000000001907,0,0,0
Co,cn.1b,-68.05051471530683,44.51173281062639,99.99999999998093,0,0,0
Co,co.1b,-67.92989546938199,44.48565743882822,99.9999999999466,0,0,0
Co,cp.1b,-67.80936931591424,44.45947457151708,99.99999999998093,4,26,0
Co,cq.1b,-67.69378769280429,44.44016355195308,83.3733162246412,2,0,0
Co,cr.1b,-67.593648462758,44.444765789478026,12.854029539082527,0,0,0
ND,by.1a,-71.03852200714341,45.214575283796265,62.1252911862092,0,0,0
ND,bz.1a,-70.93939496759968,45.191733976560336,100.00000000005723,0,0,0
ND,c0.1a,-70.81648242848948,45.16824376144488,100.00000000001907,0,0,0
ND,c1.1a,-70.69365611153465,45.14464271129935,99.99999999998093,0,0,0
ND,c2.1a,-70.57091633595714,45.12093095780485,100.00000000001907,0,0,0
ND,c3.1a,-70.4482634193743,45.09710863294489,100.0000000000534,0,0,0
ND,c4.1a,-70.32569767779677,45.0731758690013,100.00000000001907,0,0,0
ND,c5.1a,-70.20321942562614,45.0491327985499,99.99999999998093,0,0,0
ND,c6.1a,-70.08082897565261,45.02497955445613,100.00000000005723,0,0,0
ND,c7.1a,-69.98540212555315,45.0128873824754,48.785504044826034,0,0,0
SC,c7.1a,-69.93293484579637,44.98911773045743,51.21449595518946,0,0,0
ND,c8.1a,-69.78981806685324,44.96701660783258,22.464607738306047,0,0,0
SC,c8.1a,-69.84978619772411,44.97904229905604,77.53539226167881,0,0,0
ND,c9.1a,-69.71585354531436,44.95476152532076,93.86199741320085,0,0,0
SC,c9.1a,-69.68872900677506,44.90749174048554,6.138002586816787,0,0,0
ND,ca.1a,-69.59501546381196,44.950368861028636,46.98647259456396,0,0,0
SC,ca.1a,-69.58961458599043,44.90679350929973,53.01352740549278,0,0,0
ND,cb.1a,-69.49036989773846,44.94655137469949,6.98906579012692,0,0,0
SC,cb.1a,-69.46869038797874,44.89926024555365,93.01093420989132,0,0,0
SC,cc.1a,-69.34834743467582,44.877753919265196,99.99999999998093,4,138,134
SC,cd.1a,-69.22658022244174,44.85283320332491,100.00000000001907,0,0,0
SC,ce.1a,-69.10490325648415,44.82780338657303,100.0000000000534,8,14,12
SC,cf.1a,-68.98331683500555,44.80266460428748,100.00000000001907,4,68,58
SC,cg.1a,-68.86182125457908,44.77741699199258,99.99999999998093,2,0,0
SC,ch.1a,-68.74041681014704,44.75206068545516,100.00000000001907,4,4,0
SC,ci.1a,-68.6191037950195,44.72659582068006,100.00000000005723,0,0,0
SC,cj.1a,-68.49788250087317,44.701022533905935,100.00000000001907,2,12,12
ND,ck.1a,-68.3306596108262,44.67862109285042,24.18882860577285,0,0,0
SC,ck.1a,-68.39173477636669,44.6745498114585,75.43226679266262,2,2,0
Co,ck.1a,-68.3366423895221,44.62276712510045,0.378904601547599,0,0,0
ND,cl.1a,-68.25917452957482,44.668162798526794,56.79175873257255,0,0,0
Co,cl.1a,-68.25117364037546,44.62508972892309,43.2082412674433,4,112,112
ND,cm.1a,-68.14973202426165,44.664328893153055,11.567575078498125,0,0,0
Co,cm.1a,-68.1328162721581,44.61833302949177,88.43242492155838,0,0,0
Co,cn.1a,-68.01392031039084,44.597647899541904,100.00000000001907,0,0,0
Co,co.1a,-67.89316193904219,44.57153455424217,99.99999999998093,0,0,0
Co,cp.1a,-67.77249700436427,44.54531360904981,100.00000000001907,0,0,0
Co,cq.1a,-67.6519257865671,44.5189852017222,100.00000000005723,0,0,0
Co,cr.1a,-67.53534535586782,44.49705946032598,89.17201069952011,0,0,0
Co,cs.1a,-67.44533045061199,44.50739395655247,6.542302642730534,0,0,0
ND,by.19,-71.01474940255606,45.29375058237681,69.52675971881497,0,0,0
ND,bz.19,-70.92895355152577,45.27253925929741,58.540746895356804,0,0,0
ND,c0.19,-70.78194377437529,45.253980295549724,97.53898248994707,0,0,0
ND,c1.19,-70.66012154521536,45.23137507074418,99.99999999998093,0,0,0
ND,c2.19,-70.53723494121512,45.20762766456649,100.00000000001907,0,0,0
ND,c3.19,-70.41443552501379,45.18376956567295,100.0000000000534,0,0,0
ND,c4.19,-70.29172361349715,45.15980090710079,100.00000000001907,0,0,0
ND,c5.19,-70.16909952193237,45.13572182218159,99.99999999998093,0,0,0
ND,c6.19,-70.04656356396568,45.11153244453716,100.00000000005723,0,0,0
ND,c7.19,-69.92958875632492,45.0919140715175,87.10539779902788,0,0,0
SC,c7.19,-69.88716690182768,45.05560632763563,12.89460220099026,0,0,0
ND,c8.19,-69.79036741426458,45.070348215717466,75.17467323159433,0,0,0
SC,c8.19,-69.83623194405419,45.040031893821556,24.825326768387807,0,0,0
ND,c9.19,-69.67948760376157,45.03830389573016,100.00000000001907,0,0,0
ND,ca.19,-69.55730728416216,45.01367468905237,100.00000000005723,2,32,32
ND,cb.19,-69.43586317835526,44.98997657721615,97.93221000354237,0,0,0
SC,cb.19,-69.40461905485924,44.93964608049268,2.06778999647525,0,0,0
ND,cc.19,-69.32070575828541,44.982897062717505,54.4108233246429,0,0,0
SC,cc.19,-69.30428238910967,44.941638871439785,45.589176675336304,0,0,0
ND,cd.19,-69.2260782736733,44.987285991945654,2.426986700670004,0,0,0
SC,cd.19,-69.1904413186379,44.93793202894682,97.57301329935073,6,22,22
SC,ce.19,-69.06948581085402,44.914063012178,100.0000000000534,2,4,0
SC,cf.19,-68.94775690093485,44.888887058703084,100.00000000001907,2,0,0
SC,cg.19,-68.82611917150362,44.863602163721445,99.99999999998093,0,0,0
SC,ch.19,-68.70457291825373,44.83820846375986,100.00000000001907,0,0,0
SC,ci.19,-68.58311843523688,44.812706095583245,100.00000000005723,6,18,4
ND,cj.19,-68.39897026459013,44.8076085008396,5.646207019920349,0,0,0
SC,cj.19,-68.46551195306522,44.78586676069486,94.35379298009777,0,0,0
ND,ck.19,-68.33246108012015,44.76392072404964,87.0229159863243,2,24,14
SC,ck.19,-68.39428419081435,44.7442985612496,12.977084013656617,0,0,0
ND,cl.19,-68.21930852345,44.73554835289792,100.00000000001907,0,0,0
ND,cm.19,-68.098548125827,44.7101014209941,99.06235148910069,0,0,0
Co,cm.19,-68.06400969818323,44.65797631355937,0.937648510953426,0,0,0
ND,cn.19,-67.97847399392417,44.69635860655442,71.11153440198707,4,28,10
Co,cn.19,-67.97417932129237,44.65208785514978,28.888465598031043,0,0,0
ND,co.19,-67.86828378988166,44.69122541982181,22.58327958177933,0,0,0
Co,co.19,-67.85285162799552,44.64755569917343,77.41672041820097,0,0,0
Co,cp.19,-67.73553097565983,44.63115834464839,100.00000000001907,0,0,0
Co,cq.19,-67.61482104296302,44.604791581473975,100.00000000005723,0,0,0
Co,cr.19,-67.49420545289257,44.578317390987664,99.99999999998093,0,0,0
Co,cs.19,-67.3852204582474,44.563018376184594,68.00439380876362,2,0,0
Co,ct.19,-67.29155086592188,44.57670694390173,0.718050974013209,0,0,0
ND,by.18,-70.97147789305201,45.34137635335011,3.134666827845693,0,0,0
ND,bz.18,-70.82673954774653,45.374867022699256,6.06715557300824,0,0,0
ND,c0.18,-70.74700950141727,45.34244307294576,96.2088588441767,0,0,0
ND,c1.18,-70.62650010933024,45.31811746862456,99.9999999999237,0,0,0
ND,c2.18,-70.50346635840474,45.29433424223524,99.99999999996186,0,0,0
ND,c3.18,-70.3805201256988,45.27044020139136,100,0,0,0
ND,c4.18,-70.25766172897558,45.246435479890756,99.99999999996567,0,0,0
ND,c5.18,-70.13489148437,45.22232021182607,99.9999999999237,0,0,0
ND,c6.18,-70.01220970638641,45.198094531580715,100,0,0,0
ND,c7.18,-69.88961670789666,45.17375857382429,99.99999999996186,0,0,0
ND,c8.18,-69.76711280013814,45.14931247350839,99.99999999992752,0,0,0
ND,c9.18,-69.64469829271161,45.12475636586193,99.99999999996186,0,0,0
ND,ca.18,-69.52237349357938,45.10009038638693,100,2,4,0
ND,cb.18,-69.40013870906364,45.07531467085442,99.99999999996186,0,0,0
ND,cc.18,-69.27799424384457,45.050429355299435,99.99999999992752,0,0,0
ND,cd.18,-69.16100151740318,45.03431170038745,78.95854894512891,0,0,0
SC,cd.18,-69.13696035326069,44.992122910534036,21.04145105483353,0,0,0
ND,ce.18,-69.03848216851895,45.03317013457787,25.922487819645195,0,0,0
SC,ce.18,-69.03240216265446,44.9888392077511,74.07751218035466,0,0,0
ND,cf.18,-68.94789796689192,45.02717701330618,0.69432620756948,0,0,0
SC,cf.18,-68.91185572906478,44.974753169124796,99.30567379239196,4,66,64
SC,cg.18,-68.79032561197323,44.949794822569125,99.99999999992752,2,4,4
SC,ch.18,-68.66863725585354,44.92436355637912,99.99999999996186,4,6,4
SC,ci.18,-68.5470410125384,44.898823511686594,100,0,0,0
ND,cj.18,-68.39876986805486,44.87669896068239,55.31795551850986,0,0,0
SC,cj.18,-68.45867216691904,44.86880446046169,44.682044481453296,2,8,4
ND,ck.18,-68.30412603523666,44.84741763808119,99.99999999992752,0,0,0
ND,cl.18,-68.18280788257178,44.821552085382116,99.99999999996186,0,0,0
ND,cm.18,-68.06158300535256,44.795578306599396,100,0,0,0
ND,cn.18,-67.94045169009912,44.769496440390704,99.99999999996186,2,8,2
ND,co.18,-67.81968097448916,44.74366384392356,99.31417132563567,0,0,0
Co,co.18,-67.78081581236455,44.69157559958914,0.68582867429018,0,0,0
ND,cp.18,-67.71006364598023,44.73896245058802,44.89864670725537,0,0,0
Co,cp.18,-67.68903024116497,44.69912056126664,55.101353292708396,0,0,0
Co,cq.18,-67.57762195645728,44.69060370695056,100,0,0,0
Co,cr.18,-67.45686772109168,44.664090881804555,99.9999999999237,0,0,0
Co,cs.18,-67.33620845540258,44.63747066562603,99.99999999996186,0,0,0
Co,ct.18,-67.22741601920895,44.625616879783294,60.03568538857961,0,0,0
Co,cu.18,-67.13544978586266,44.63684860874731,0.283293478791475,0,0,0
ND,bz.17,-70.79777432449754,45.40966400018501,3.540175452491045,0,0,0
ND,c0.17,-70.72438625358325,45.40776343996364,36.21333337139201,0,0,0
ND,c1.17,-70.58951597062949,45.4046397553143,94.6209725757795,0,0,0
ND,c2.17,-70.46961025710375,45.381050939924,100.00000000001907,0,0,0
ND,c3.17,-70.3465168901297,45.35712078813347,100.0000000000534,0,0,0
ND,c4.17,-70.2235116920647,45.3330798343243,100.00000000001907,0,0,0
ND,c5.17,-70.10059497991358,45.30892821335562,99.99999999998093,0,0,0
ND,c6.17,-69.97776706904085,45.284666060377766,100.00000000005723,0,0,0
ND,c7.17,-69.85502827316893,45.260293510827765,100.00000000001907,0,0,0
ND,c8.17,-69.73237890437598,45.235810700424935,99.99999999998093,0,0,0
ND,c9.17,-69.60981927309389,45.21121776516658,100.00000000001907,2,18,18
ND,ca.17,-69.48734968810645,45.186514841323394,100.00000000005723,2,0,0
ND,cb.17,-69.36497045654755,45.161702065435144,100.00000000001907,0,0,0
ND,cc.17,-69.2426818838995,45.13677957430638,99.99999999998093,0,0,0
ND,cd.17,-69.12048427399107,45.11174750500177,100.00000000001907,2,0,0
ND,ce.17,-68.99837792899608,45.086605994842124,100.0000000000534,0,0,0
ND,cf.17,-68.90253381568631,45.072809180008974,50.57533734635353,0,0,0
SC,cf.17,-68.8495924299943,45.04962956696987,49.4246626536653,0,0,0
SC,cg.17,-68.75444023415771,45.0359952024938,99.99999999998093,4,0,0
SC,ch.17,-68.63260948037332,45.010526196186824,100.00000000001907,2,10,10
ND,ci.17,-68.47841822835902,44.99146523493452,43.04748914473033,0,0,0
SC,ci.17,-68.53539653726858,44.98001734575277,56.952510855324505,0,0,0
ND,cj.17,-68.38857657817317,44.95950895045518,99.10500167309021,0,0,0
SC,cj.17,-68.46106782129999,44.931859574682534,0.894998326928914,0,0,0
ND,ck.17,-68.26767313503565,44.933466397033555,99.99999999998093,0,0,0
ND,cl.17,-68.14621396597168,44.90756266644974,100.00000000001907,0,0,0
ND,cm.17,-68.02484841945832,44.881550602266806,100.0000000000534,2,6,4
ND,cn.17,-67.90357678271207,44.855430343913156,100.00000000001907,0,0,0
ND,co.17,-67.78239934128162,44.829202031029595,99.99999999998093,0,0,0
ND,cp.17,-67.6613368703523,44.80289311658461,99.950261264651715,0,0,0
Co,cp.17,-67.62017250556305,44.74797701741271,0.049738735367,0,0,0
ND,cq.17,-67.55636056606625,44.7965155610431,45.54669617165697,0,0,0
Co,cq.17,-67.52692545025516,44.7596138859874,54.45330382840419,0,0,0
Co,cr.17,-67.41943501933733,44.74987016470719,99.99999999998093,2,2,2
Co,cs.17,-67.29863718127191,44.72321103421481,100.00000000001907,0,0,0
Co,ct.17,-67.17793494122013,44.696444550436105,100.0000000000534,0,0,0
Co,cu.17,-67.09325856809485,44.688785560618,28.11415925326824,0,0,0
ND,c0.16,-70.66562481699033,45.51307044441909,72.35710323421887,0,0,0
ND,c1.16,-70.55899530909788,45.491633381849525,99.99999999994277,0,0,0
ND,c2.16,-70.43566630526381,45.46777800812589,99.99999999998093,0,0,0
ND,c3.16,-70.31242548537853,45.44381157530243,100.00000000001907,0,0,0
ND,c4.16,-70.18927316896662,45.41973421871412,99.99999999998093,0,0,0
ND,c5.16,-70.06620967390499,45.39554607399179,99.9999999999466,0,0,0
ND,c6.16,-69.94323531642043,45.37124727705818,100.00000000001526,0,0,0
ND,c7.16,-69.82035041108789,45.34683796412292,99.99999999998474,2,0,0
ND,c8.16,-69.69755527082827,45.322318271678746,99.99999999994277,0,0,0
ND,c9.16,-69.57485020690652,45.29768833649632,99.99999999998093,0,0,0
ND,ca.16,-69.45223552892963,45.27294829562034,100.00000000001907,0,0,0
ND,cb.16,-69.32971154484508,45.24809828636489,99.99999999998093,0,0,0
ND,cc.16,-69.20727856093893,45.223138446308965,99.99999999994277,0,0,0
ND,cd.16,-69.08493688183401,45.19806891329223,99.99999999998093,0,0,0
ND,ce.16,-68.96268681048848,45.17288982541052,100.00000000001907,0,0,0
ND,cf.16,-68.84515665604638,45.15186308024579,88.90603791295923,4,26,6
SC,cf.16,-68.80346141681802,45.11344378971244,11.09396208702159,0,0,0
ND,cg.16,-68.76222183373994,45.167640319064624,1.366821882966757,0,0,0
SC,cg.16,-68.71785671273513,45.12157382765545,98.63317811698151,4,0,0
SC,ch.16,-68.59648924758741,45.09669661728245,99.99999999998093,4,24,22
ND,ci.16,-68.45899941630354,45.07009871571443,75.29222857348871,0,0,0
SC,ci.16,-68.52217743689894,45.074061929027295,24.707771426531078,0,0,0
ND,cj.16,-68.35282105696821,45.045355913754385,99.99999999998093,0,0,0
ND,ck.16,-68.23112690088945,45.0195224104843,99.99999999994277,0,0,0
ND,cl.16,-68.10952642654308,44.993580325823075,99.99999999998093,0,0,0
ND,cm.16,-67.98801992351908,44.96752979975776,100.00000000001907,0,0,0
ND,cn.16,-67.86660767973112,44.941370972492564,99.99999999998093,0,0,0
ND,co.16,-67.74528998141561,44.91510398444387,99.9999999999466,0,0,0
ND,cp.16,-67.6240671131306,44.88872897623643,99.99999999998093,0,0,0
ND,cq.16,-67.50330376653595,44.862704416744386,99.09536059507226,0,0,0
Co,cq.16,-67.46305155449521,44.81203715900366,0.904639404946327,0,0,0
ND,cr.16,-67.41517751215696,44.86407966681069,19.2801935157156,0,0,0
Co,cr.16,-67.37396437585933,44.82886529895217,80.71980648422623,0,0,0
Co,cs.16,-67.26097030884887,44.808957239941435,99.99999999998093,0,0,0
Co,ct.16,-67.14012957267407,44.782151561359704,100.00000000001907,0,0,0
Co,cu.16,-67.0337156334775,44.763497492478,70.43211881100679,0,0,0
ND,c0.15,-70.62147699472948,45.58833755812126,46.04254632769108,0,0,0
ND,c1.15,-70.52511128079907,45.57840740176567,99.99999999998093,2,4,0
ND,c2.15,-70.4016341692008,45.55451569873032,100.00000000001907,0,0,0
ND,c3.15,-70.27824557687933,45.5305128136872,100.0000000000534,0,0,0
ND,c4.15,-70.15494582424337,45.50639888274793,100.00000000001907,2,4,2
ND,c5.15,-70.03173523004396,45.482174042320715,99.99999999998093,0,0,0
ND,c6.15,-69.90861411137233,45.45783842910582,100.00000000005723,0,0,0
ND,c7.15,-69.78558278365793,45.43339218009119,100.00000000001907,0,0,0
ND,c8.15,-69.66264156066643,45.40883543254793,99.99999999998093,0,0,0
ND,c9.15,-69.53979075449762,45.38416832402574,100.00000000001907,0,0,0
ND,ca.15,-69.4170306755836,45.35939099234872,100.00000000005723,0,0,0
ND,cb.15,-69.29436163268711,45.33450357561037,100.00000000001907,0,0,0
ND,cc.15,-69.17178393289969,45.309506212169865,99.99999999998093,0,0,0
ND,cd.15,-69.04929788163983,45.284399040646754,100.00000000001907,0,0,0
ND,ce.15,-68.92690378265159,45.259182199917355,100.0000000000534,2,0,0
ND,cf.15,-68.80460193800302,45.23385582910962,100.00000000001907,0,0,0
ND,cg.15,-68.71951906945067,45.23394386452079,18.128833170387864,0,0,0
SC,cg.15,-68.67417551996718,45.20276713313299,81.87116682959557,2,0,0
ND,ch.15,-68.51852346924925,45.19997126771443,24.140063973720192,0,0,0
SC,ch.15,-68.57355825925157,45.1774321507357,75.85993602629804,2,0,0
ND,ci.15,-68.43712663719738,45.157594650613945,98.44263809605837,0,0,0
SC,ci.15,-68.50942145215105,45.133579256066774,1.557361903997898,0,0,0
ND,cj.15,-68.31632308542314,45.13145783622795,100.00000000001907,0,0,0
ND,ck.15,-68.19448698473165,45.10558591045864,99.99999999998093,0,0,0
ND,cl.15,-68.07274491551271,45.07960529442285,100.00000000001907,0,0,0
ND,cm.15,-67.95109716806421,45.05351612888894,100.0000000000534,0,0,0
ND,cn.15,-67.82954403099808,45.02731855484165,100.00000000001907,0,0,0
ND,co.15,-67.70808579123926,45.001012713478545,99.99999999998093,0,0,0
ND,cp.15,-67.58672273402468,44.97459874620486,100.00000000001907,0,0,0
ND,cq.15,-67.46545514290257,44.94807679462987,100.00000000005723,0,0,0
ND,cr.15,-67.35869042675688,44.929686595434006,70.41171940833974,0,0,0
Co,cr.15,-67.31001260365083,44.90183351387367,29.588280591641425,0,0,0
Co,cs.15,-67.22320748468083,44.894709506005135,100.00000000001907,0,0,0
Co,ct.15,-67.1022279762274,44.86786445315353,100.0000000000534,0,0,0
Co,cu.15,-66.98419662925359,44.84068321639374,95.54477585617686,0,0,0
Co,cv.15,-66.92123520369675,44.821153149296514,0.987987226319551,0,0,0
ND,c0.14,-70.57360398091102,45.641882203492166,1.854280352689505,0,0,0
ND,c1.14,-70.4837681467363,45.65683056180736,78.41219559278619,0,0,0
ND,c2.14,-70.36751351358501,45.641264265039126,99.99999999998093,0,0,0
ND,c3.14,-70.24397682841837,45.61722475547851,100.00000000001907,0,0,0
ND,c4.14,-70.12052932080695,45.5930740775049,99.99999999998093,0,0,0
ND,c5.14,-69.99717131037815,45.56881236830912,99.9999999999466,0,0,0
ND,c6.14,-69.87390311508966,45.544439765374705,100.00000000001526,0,0,0
ND,c7.14,-69.75072505122748,45.51995640647306,99.99999999998474,0,0,0
ND,c8.14,-69.62763743340395,45.495362429659366,99.99999999994277,0,0,0
ND,c9.14,-69.50464057455561,45.47065797326776,99.99999999998093,0,0,0
ND,ca.14,-69.38173478594148,45.445843175906916,100.00000000001907,0,0,0
ND,cb.14,-69.25892037714132,45.42091817645552,99.99999999998093,0,0,0
ND,cc.14,-69.13619765605377,45.39588311405788,99.99999999994277,0,0,0
ND,cd.14,-69.01356692889465,45.3707381281192,99.99999999998093,0,0,0
ND,ce.14,-68.89102850019543,45.34548335830142,100.00000000001907,0,0,0
ND,cf.14,-68.76858267280174,45.32011894451853,99.99999999998093,0,0,0
ND,cg.14,-68.64675182803582,45.29563514972831,98.03985976840961,0,0,0
SC,cg.14,-68.620136663461,45.24512280251677,1.960140231533945,0,0,0
ND,ch.14,-68.5229605809633,45.2695072791905,98.50750320793438,0,0,0
SC,ch.14,-68.59056548653369,45.239640108958206,1.492496792047948,0,0,0
ND,ci.14,-68.40180380159124,45.24336924220736,100.00000000001907,0,0,0
ND,cj.14,-68.27973137410783,45.217567656590404,99.99999999998093,0,0,0
ND,ck.14,-68.15775303682048,45.191657130204206,99.99999999994277,0,0,0
ND,cl.14,-68.03586908243086,45.165637804382186,99.99999999998093,0,0,0
ND,cm.14,-67.9140798019458,45.13950982067868,100.00000000001907,0,0,0
ND,cn.14,-67.79238548467646,45.11327332086484,99.99999999998093,0,0,0
ND,co.14,-67.670786418237185,45.08692844692401,99.9999999999466,0,0,0
ND,cp.14,-67.54928288854465,45.06047534104757,99.99999999998093,0,0,0
ND,cq.14,-67.42787517981708,45.033914145630405,100.00000000001907,0,0,0
ND,cr.14,-67.30672400840052,45.007450603394815,99.60750415924764,0,0,0
Co,cr.14,-67.265880410495555,44.955064863468074,0.392495840695858,0,0,0
ND,cs.14,-67.21949829607468,45.007709128675735,20.003813465208292,0,0,0
Co,cs.14,-67.17681315603802,44.97365508041538,79.99618653477239,0,0,0
Co,ct.14,-67.06526765769038,44.95320814726998,98.55618582525015,0,0,0
Co,cu.14,-66.98023506151561,44.91419985827339,33.20411179659998,0,0,0
ND,c1.13,-70.40716437749249,45.743689780727344,15.60634353489697,0,0,0
ND,c2.13,-70.33330400143136,45.72802396178299,100.00000000001907,0,0,0
ND,c3.13,-70.2096189021243,45.70394765428511,100.0000000000534,0,0,0
ND,c4.13,-70.08602331990967,45.679760055471164,100.00000000001907,0,0,0
ND,c5.13,-69.96251757529342,45.65546130332017,99.99999999998093,0,0,0
ND,c6.13,-69.83910198710173,45.63105153610435,100.00000000005723,0,0,0
ND,c7.13,-69.71577687247915,45.60653089238419,100.00000000001907,0,0,0
ND,c8.13,-69.59254254688666,45.58189951100439,99.99999999998093,0,0,0
ND,c9.13,-69.46939932409946,45.557157531088905,100.00000000001907,0,0,0
ND,ca.13,-69.34634751620524,45.532305092036474,100.00000000005723,0,0,0
ND,cb.13,-69.22338743360248,45.507342333516434,100.00000000001907,0,0,0
ND,cc.13,-69.10051938499869,45.48226939546363,99.99999999998093,0,0,0
ND,cd.13,-68.97774367740855,45.4570864180744,100.00000000001907,0,0,0
ND,ce.13,-68.85506061615251,45.431793541801795,100.0000000000534,0,0,0
ND,cf.13,-68.73247050485524,45.406390907351,100.00000000001907,0,0,0
ND,cg.13,-68.6099736454442,45.380878655675275,99.99999999998093,0,0,0
ND,ch.13,-68.48757033814807,45.35525692797093,100.00000000001907,0,0,0
ND,ci.13,-68.36526088149556,45.32952586567312,100.00000000005723,0,0,0
ND,cj.13,-68.24304557231422,45.30368561045155,100.00000000001907,0,0,0
ND,ck.13,-68.12092470572914,45.277736304205575,99.99999999998093,0,0,0
ND,cl.13,-67.99889857516175,45.25167808906025,100.00000000001907,0,0,0
ND,cm.13,-67.8769674723289,45.22551110736136,100.0000000000534,0,0,0
ND,cn.13,-67.75513168724184,45.19923550167158,100.00000000001907,0,0,0
ND,co.13,-67.63339150820529,45.17285141476555,99.99999999998093,0,0,0
ND,cp.13,-67.51174722181642,45.146358989625824,100.00000000001907,0,0,0
ND,cq.13,-67.3951936479244,45.11464116173107,85.54666163304842,0,0,0
ND,cr.13,-67.26874138849328,45.09304154293327,99.98533203805977,0,0,0
ND,cs.13,-67.16854156956884,45.07254534746081,62.93822885125804,0,0,0
Co,cs.13,-67.11678438272114,45.04220302294083,26.83249600870228,0,0,0
Co,ct.13,-67.05841305880597,45.02784695200497,40.02675249637219,0,0,0
ND,c1.12,-70.38069081021136,45.80893783071138,11.434693724574625,0,0,0
ND,c2.12,-70.29788170899013,45.81306878846541,96.44984307872662,0,0,0
ND,c3.12,-70.17517145845821,45.79068176515018,100.00000000001907,0,0,0
ND,c4.12,-70.05142748113414,45.76645707055659,99.99999999998093,0,0,0
ND,c5.12,-69.9277736835038,45.74212110012981,99.9999999999466,0,0,0
ND,c6.12,-69.80421038526399,45.717673992936284,100.00000000001526,0,0,0
ND,c7.12,-69.68073790441984,45.69311588833121,99.99999999998474,0,0,0
ND,c8.12,-69.55735655728286,45.66844692595422,99.99999999994277,0,0,0
ND,c9.12,-69.43406665846874,45.64366724572465,99.99999999998093,0,0,0
ND,ca.12,-69.31086852089565,45.61877698783705,100.00000000001907,0,0,0
ND,cb.12,-69.18776245578262,45.59377629275658,99.99999999998093,0,0,0
ND,cc.12,-69.06474877264756,45.56866530121438,99.99999999994277,0,0,0
ND,cd.12,-68.9418277793057,45.54344415420314,99.99999999998093,0,0,0
ND,ce.12,-68.81899978186792,45.51811299297255,100.00000000001907,0,0,0
ND,cf.12,-68.69626508473945,45.49267195902461,99.99999999998093,0,0,0
