Year,FWSColonyID,Str,PlotID,Lng,Lat,nNest,nActive
2023,ME.0716,SC,c4.1q,-70.82906851830089,43.70657087072656,5,0
2023,ME.0717,SC,c5.1r,-70.81531125836592,43.55199829675276,4,0
2023,ME.0718,SC,ch.16,-68.54587483244231,45.07197722604395,1,0
2023,ME.0719,ND,c2.1l,-70.97581998483598,44.20348035728384,1,0
2023,ME.0720,SC,c4.1q,-70.84095250173878,43.67423426552757,5,0
2023,ME.0721,ND,c4.16,-70.20239859021254,45.45574366683984,5,0
2023,ME.0722,ND,c4.15,-70.19730525392964,45.46900716435979,5,0
2023,ME.0723,SC,cg.16,-68.70837973473064,45.142502424968384,3,0
2023,ME.0724,SC,cg.16,-68.71558391899093,45.14400935162227,1,0
2023,ME.0725,Co,ch.1i,-69.03856948393336,44.04231319918931,2,0
2023,ME.0726,ND,ci.0v,-68.09460717431243,46.0095027115758,6,0
2023,ME.0727,SC,cg.15,-68.69787025585454,45.19930364839887,5,0
2023,ME.0728,SC,ca.1i,-69.82792902700712,44.25714512799448,0,0
2023,ME.0729,SC,c7.1q,-70.44962219985341,43.62751678529004,4,0
2023,ME.0730,ND,ci.0n,-67.80262145031477,46.6812974951928,1,0
2023,ME.0731,SC,cf.1c,-69.09301773536002,44.62973246157046,4,0
2023,ME.0732,SC,ce.1d,-69.16474650812025,44.53177193950539,3,0
2023,ME.0733,SC,c7.1s,-70.58707345484855,43.43050923084652,2,0
2023,ME.0734,SC,c7.1v,-70.71414702994379,43.18291596325304,8,0
2023,ME.0735,SC,c6.1p,-70.63150340742426,43.697926720433834,25,0
2023,ME.0736,SC,ch.1b,-68.77173746664272,44.666121040477954,6,0
2023,ME.0737,SC,ch.1a,-68.74239103008009,44.75718466843601,6,0
2023,ME.0738,SC,cc.1a,-69.29718058070536,44.88053011431326,39,22
2023,ME.0739,Co,cd.1l,-69.59529189346804,43.89547973269851,6,0
2023,ME.0740,SC,ch.16,-68.55810162538417,45.08434132449585,1,0
2023,ME.0741,SC,ch.15,-68.5922653019478,45.20618636617706,1,0
2023,ME.0742,Co,cg.1d,-68.94623360536534,44.498540613082824,6,0
2023,ME.0743,Co,ci.1c,-68.68632127448782,44.533530527061146,2,0
2023,ME.0744,SC,c9.1j,-70.0359429572807,44.19555884313286,2,0
2023,ME.0745,SC,ca.1d,-69.69585396731912,44.67156842473249,2,0
2023,ME.0746,ND,cf.16,-68.85907254882171,45.15320184724567,8,0
2023,ME.0747,SC,ci.1a,-68.5732153701907,44.701672398531315,15,1
2023,ME.0748,SC,c8.1d,-69.95028297389445,44.73955402497901,4,0
2023,ME.0749,Co,cg.1h,-69.07563323251097,44.2108332965689,1,0
2023,ME.0750,ND,cg.0k,-67.92737059229319,47.07268453450184,1,0
2023,ME.0751,ND,ce.0j,-68.12896052705747,47.15844819696964,7,0
2023,ME.0752,Co,cc.1m,-69.72481107150819,43.79736679281983,3,0
2023,ME.0753,ND,cd.11,-68.87855969190794,45.59478509481205,1,0
2023,ME.0754,SC,cb.1h,-69.68416929666652,44.266113080711804,3,1
2023,ME.0755,SC,cb.1h,-69.72039836423801,44.30560421938227,11,0
2023,ME.0756,Co,ca.1n,-70.07223308180376,43.78183797048956,20,0
2023,ME.0757,Co,ca.1n,-70.04722641717731,43.78768710351127,5,0
2023,ME.0758,SC,ck.1a,-68.4447192839077,44.65767601791824,7,0
2023,ME.0759,SC,c8.1b,-69.8908288089139,44.89056918774341,1,0
2023,ME.0760,SC,cd.1c,-69.34582490310316,44.668066875212986,4,1
2023,ME.0761,ND,ch.0m,-67.80650270932223,46.788630171785684,2,0
2023,ME.0762,Co,cp.1b,-67.82428684219937,44.443417874211406,7,0
2023,ME.0763,SC,ch.16,-68.63263261417552,45.09065069808263,7,0
2023,ME.0765,Co,ch.1d,-68.87139373024135,44.51872549029453,9,0
2023,ME.0767,ND,c5.0u,-69.67297168662456,46.434995557263306,9,0
2023,ME.0769,SC,cj.18,-68.45831909992538,44.85941496083163,2,0
2023,ME.0770,ND,ck.19,-68.29845389748039,44.79892134922095,11,0
2023,ME.0771,SC,c6.1u,-70.74841321310278,43.33683763904615,12,0
2023,ME.0772,ND,c2.1j,-70.81864530140892,44.31691171707907,3,0
2023,ME.0773,SC,ci.19,-68.5806326299192,44.845076020752465,4,0
2023,ME.0774,Co,cb.1o,-69.93679706849235,43.726600908875675,24,2
2023,ME.0775,SC,cd.19,-69.20319082235335,44.94276795635496,3,0
2023,ME.0776,SC,cd.19,-69.20690700574913,44.923078450931826,2,2
2023,ME.0777,SC,c8.1b,-69.9118892077394,44.915856981027176,2,0
2023,ME.0778,SC,cj.1a,-68.483630488496,44.66955679251248,2,1
2023,ME.0779,Co,cj.1e,-68.64242021724155,44.39962321363818,2,0
2023,ME.0780,SC,cf.1a,-68.97778573585812,44.7931041439643,22,22
2023,ME.0781,SC,ce.1c,-69.19800502412119,44.654554024505806,5,0
2023,ME.0782,SC,ce.1c,-69.16137092876836,44.61677729611892,1,0
2023,ME.0783,SC,cf.1e,-69.08500270672964,44.488355693915985,2,0
2023,ME.0784,SC,cc.1j,-69.69321241991452,44.11079969771353,1,0
2023,ME.0785,SC,cf.18,-68.9531527115135,44.97444285056936,19,1
2023,ME.0786,ND,c5.1f,-70.39928985293423,44.585358186217576,4,0
2023,ME.0787,SC,cc.1f,-69.49093456704779,44.444560337119,1,0
2023,ME.0788,ND,c6.1c,-70.12552047322458,44.81331332146162,1,0
2023,ME.0789,SC,cd.1h,-69.46898259943164,44.29446971527697,0,0
2023,ME.0790,SC,c9.1i,-70.01409685694556,44.30315560261202,1,0
2023,ME.0791,SC,ce.1a,-69.06928977837661,44.826267672167184,6,0
2023,ME.0792,SC,ce.1g,-69.32127800471142,44.35705090694721,1,0
2023,ME.0793,SC,ce.1g,-69.35062345785843,44.34872435986357,5,0
2023,ME.0794,SC,ch.1a,-68.67372826651189,44.77727196518319,2,0
2023,ME.0795,ND,cc.10,-69.05306007037633,45.72031767239147,3,0
2023,ME.0796,Co,cc.1k,-69.63955430655093,44.013707788318996,25,14
2023,ME.0797,ND,c5.0m,-69.31433188134274,47.12104327435885,2,0
2023,ME.0798,SC,cf.18,-68.87129725791914,44.96393165390431,1,0
2023,ME.0799,SC,cd.1i,-69.51201778937053,44.16533116827287,4,0
2023,ME.0800,Co,cc.1k,-69.66946854492275,43.993403149329325,6,0
2023,ME.0801,ND,ca.19,-69.6117421479697,44.98195302693645,11,0
2023,ME.0802,Co,cm.1e,-68.24751724535193,44.273700647363405,7,0
2023,ME.0803,SC,cd.19,-69.21450720460068,44.93775742999449,4,0
2023,ME.0804,SC,cc.1h,-69.63179425221924,44.30549846466434,3,0
2023,ME.0805,SC,c8.1c,-69.91247672810168,44.829353956290454,22,22
2023,ME.0806,SC,c2.1k,-70.87826130763528,44.204064268043894,11,0
2023,ME.0807,Co,cc.1l,-69.67110956668952,43.95120495752596,10,1
2023,ME.0808,SC,c5.1t,-70.81392392097655,43.40511056311026,1,0
2023,ME.0809,SC,c4.1s,-70.90914281395612,43.49829242719084,2,0
2023,ME.0810,SC,c6.1r,-70.68430931919065,43.59942008240607,3,2
2023,ME.0811,SC,c5.1q,-70.78169013696517,43.62722117721452,1,0
2023,ME.0812,SC,ch.1c,-68.75868771068015,44.606518748594624,4,0
2023,ME.0813,ND,ce.16,-68.9994061439288,45.15014336504425,4,0
2023,ME.0816,SC,cc.1h,-69.58767138848955,44.2414374725636,4,0
2023,ME.0817,SC,ch.18,-68.70865243626042,44.90894793578814,2,0
2023,ME.0818,SC,c5.1s,-70.8248385329929,43.52762562234405,4,0
2023,ME.0819,SC,ch.17,-68.62130175140493,45.04489857493384,3,0
2023,ME.0820,SC,c7.1n,-70.36696881240522,43.83524551665098,5,0
2023,ME.0821,SC,cd.1b,-69.25824342820435,44.7633111520386,7,0
2023,ME.0822,SC,cg.18,-68.83060261928087,44.924927453755544,2,1
2023,ME.0823,ND,ch.0q,-68.0528130178408,46.504876421767364,3,0
2023,ME.0824,SC,cf.1e,-69.08292990246258,44.48084275923319,3,0
2023,ME.0825,SC,c9.1e,-69.80244304741407,44.61705810782449,15,0
2023,ME.0826,SC,c6.1r,-70.65821379627917,43.54717870035299,3,0
2023,ME.0827,SC,c6.1r,-70.62410662243042,43.535658195068535,3,3
2023,ME.0828,SC,c6.1r,-70.71070454817293,43.52886704034171,4,0
2023,ME.0829,SC,c5.1q,-70.76125766461924,43.674088919664264,10,0
2023,ME.0830,SC,c7.1n,-70.3641998183715,43.89588713426323,38,38
2023,ME.0831,SC,c4.1r,-70.89849886051994,43.593266238184704,4,0
2023,ME.0832,ND,c9.17,-69.58399467671782,45.164553368906155,9,0
2023,ME.0833,Co,cl.1a,-68.31446416818494,44.625873804025076,22,0
2023,ME.0834,Co,ck.1b,-68.39726611855514,44.542272171761134,2,0
2023,ME.0835,SC,cj.1a,-68.45732596911185,44.66156590407466,9,7
2023,ME.0836,ND,cn.19,-67.95941913975474,44.69530275945019,5,0
2023,ME.0837,ND,cg.0r,-68.20644315244493,46.38517834880593,7,0
2023,ME.0838,ND,cj.0y,-68.07813341537737,45.78013346107006,3,0
2023,ME.0839,Co,cb.1m,-69.9045812854264,43.86624121604575,18,0
2023,ME.0840,ND,c6.1j,-70.4042533150274,44.27833610082094,2,0
2023,ME.0843,ND,cm.17,-68.01469169635074,44.83370395899493,3,0
2023,ME.0844,SC,cd.1e,-69.37496946403989,44.55001402203481,6,4
2023,ME.0845,ND,cj.0u,-67.94478993209849,46.064402632818755,2,0
2023,ME.0846,ND,c9.19,-69.63603314564779,44.983797495010975,2,0
2023,ME.0847,SC,c7.1l,-70.32836312119,44.014101971936604,1,0
2023,ME.0848,Co,ck.1c,-68.46586461166211,44.54272197210117,2,0
2023,ME.0849,SC,c6.1p,-70.60773044465333,43.721768517659044,16,2
2023,ME.0850,ND,cf.15,-68.86846530627909,45.234162384812635,2,0
2023,ME.0851,Co,co.1b,-67.88736686026823,44.50711902873598,7,7
2023,ME.0852,ND,c3.1k,-70.79781696180883,44.26090484854136,11,0
2023,ME.0853,SC,cc.1k,-69.73016263402022,44.065936026046046,2,0
2023,ME.0854,ND,c9.15,-69.50722076843672,45.39292052285103,9,0
2023,ME.0855,ND,cd.0k,-68.2413660691407,47.13237026101603,1,0
2023,ME.0856,SC,cg.17,-68.76420943632483,45.012520420126776,3,0
2023,ME.0857,SC,cg.1b,-68.90342363034999,44.73927215177567,21,0
2023,ME.0858,ND,c7.1e,-70.1076931695233,44.70320493596933,2,0
2023,ME.0859,Co,ce.1k,-69.45777586338605,43.986905144985286,7,0
2023,ME.0860,ND,cb.0l,-68.58277903029025,47.053464543806484,16,8
2023,ME.0861,SC,cf.1c,-68.9898477572646,44.64273952383171,21,18
2023,ME.0862,Co,ce.1k,-69.47143496607377,43.95104172698562,16,0
2023,ME.0863,ND,ce.16,-69.00373146694773,45.1570436806977,2,0
2023,ME.0864,ND,c7.1d,-70.09763044595178,44.70820342052876,1,0
2023,ME.0865,ND,c7.1e,-70.09237452531355,44.69682315759218,2,0
2023,ME.0866,Co,ch.1c,-68.78231227945321,44.54326407971909,3,0
2023,ME.0867,ND,c5.14,-69.99469946505776,45.555183112422874,4,0
2023,ME.0868,SC,c7.1t,-70.56129461939074,43.36240424353678,9,6
2023,ME.0869,SC,ch.17,-68.6998233836168,44.98674194363689,1,0
2023,ME.0870,SC,cg.18,-68.74061155492512,44.98507813294261,13,0
2023,ME.0871,Co,ce.1k,-69.47972652457726,43.96860266152495,24,0
2023,ME.0872,ND,cd.10,-68.85525762924425,45.759935884821985,3,0
2023,ME.0873,Co,c9.1o,-70.16699771441762,43.73443370707064,1,0
2023,ME.0874,SC,c3.1l,-70.8791566178203,44.137194089967835,9,0
2023,ME.0875,ND,ce.17,-69.02232510664548,45.068498426206524,8,0
2023,ME.0876,Co,ce.1k,-69.48552173548005,43.94420085949558,9,0
2023,ME.0877,SC,c4.1l,-70.74334517720042,44.11048412431756,1,0
2023,ME.0878,Co,ci.1i,-68.90834999199785,44.0482143750377,10,0
2023,ME.0880,SC,c5.1n,-70.67737706679458,43.918530771807454,6,3
2023,ME.0881,SC,cj.18,-68.42376732090922,44.83744016961268,2,0
2023,ME.0882,ND,cb.17,-69.33113661402831,45.11185109283626,2,0
2023,ME.0883,SC,ci.19,-68.6084225420309,44.78510228211305,2,1
2023,ME.0884,SC,c7.1s,-70.49537190223782,43.45682275396313,9,0
2023,ME.0885,SC,c4.1o,-70.7599741686596,43.881560762830375,15,5
2023,ME.0886,Co,ck.1g,-68.58299416333867,44.18957941246323,2,0
2023,ME.0887,SC,c5.1m,-70.53474196217537,44.02827269341145,4,0
2023,ME.0888,SC,c2.1l,-70.87586097900198,44.16812995664293,33,33
2023,ME.0889,SC,ce.1a,-69.13409547467708,44.843128540938295,3,3
2023,ME.0890,SC,c7.1t,-70.61688565213402,43.37461651430436,7,6
2023,ME.0891,SC,c5.1k,-70.59056355905523,44.15762002913718,2,0
2023,ME.0892,SC,c7.1m,-70.33555395075658,43.97915071963662,5,5
2023,ME.0893,Co,cd.1j,-69.55525048754285,44.06833427469535,7,0
2023,ME.0894,SC,c5.1s,-70.75953176928638,43.46475697242461,26,0
2023,ME.0895,Co,cg.1j,-69.18369141532736,43.97110875734633,12,10
2023,ME.0896,SC,cd.1i,-69.46640615848537,44.14764418148509,27,0
2023,ME.0898,SC,cd.1i,-69.51055731547983,44.163999803793935,6,0
2023,ME.0899,Co,cf.1g,-69.14820530895963,44.2485568386374,5,5
2023,ME.0900,SC,ce.1a,-69.15963170140034,44.8217920745038,38,0
2023,ME.0901,Co,cj.1c,-68.5952487372005,44.53097941687889,38,30
2023,ME.0902,SC,c6.1u,-70.70238188446622,43.29387267746938,1,0
2023,ME.0903,Co,ck.1f,-68.59712740353893,44.2523691573878,13,0
2023,ME.0904,ND,cb.16,-69.27979995747359,45.23248498785019,7,0
2023,ME.0905,SC,ci.19,-68.6010042855415,44.8223721039858,1,1
2023,ME.0906,Co,ce.1j,-69.42470115958088,44.06726438301712,5,0
2023,ME.0907,SC,c6.1l,-70.41950739386903,44.03643824397015,5,0
2023,ME.0908,SC,cc.1d,-69.47573638720694,44.59138867108726,20,20
2023,ME.0910,SC,c6.1l,-70.41072142998787,44.03182083080951,1,0
2023,ME.0911,SC,c6.1u,-70.712602,43.272275,3,3
2023,ME.0912,SC,c8.1j,-70.114078,44.233949,8,7
2023,ME.0913,SC,c4.1r,-70.829614,43.591475,3,1
2023,ME.0914,SC,c4.1o,-70.800324,43.822161,8,5
2023,ME.0915,SC,c4.1o,-70.798297,43.898364,5,4
2023,ME.0916,SC,cg.18,-68.83567,44.935047,30,30
2023,ME.0917,SC,ci.18,-68.610239000000007,44.866079,2,0
2023,ME.0918,SC,cd.19,-69.136103,44.930874,3,3
2023,ME.0919,SC,ch.17,-68.620069,44.988453,6,6
2023,ME.0921,ND,cb.18,-69.325137,45.10579,4,4
